Timestamp,actor,Critic1,critic2,alpha
1.0,0,0,0,0
2.0,0,0,0,0
3.0,"tensor(0.7054, grad_fn=<MeanBackward0>)","tensor(7.7327, grad_fn=<MseLossBackward0>)","tensor(1.9359, grad_fn=<MseLossBackward0>)","tensor(-0., grad_fn=<NegBackward0>)"
4.0,"tensor(0.3758, grad_fn=<MeanBackward0>)","tensor(4.8957, grad_fn=<MseLossBackward0>)","tensor(1.8483, grad_fn=<MseLossBackward0>)","tensor(-0.0006, grad_fn=<NegBackward0>)"
5.0,"tensor(0.5286, grad_fn=<MeanBackward0>)","tensor(3.7284, grad_fn=<MseLossBackward0>)","tensor(1.4887, grad_fn=<MseLossBackward0>)","tensor(-0.0011, grad_fn=<NegBackward0>)"
6.0,"tensor(0.5502, grad_fn=<MeanBackward0>)","tensor(1.8360, grad_fn=<MseLossBackward0>)","tensor(1.3411, grad_fn=<MseLossBackward0>)","tensor(-0.0018, grad_fn=<NegBackward0>)"
7.0,"tensor(0.4396, grad_fn=<MeanBackward0>)","tensor(1.6637, grad_fn=<MseLossBackward0>)","tensor(1.3587, grad_fn=<MseLossBackward0>)","tensor(-0.0027, grad_fn=<NegBackward0>)"
8.0,"tensor(0.3776, grad_fn=<MeanBackward0>)","tensor(1.5562, grad_fn=<MseLossBackward0>)","tensor(1.5068, grad_fn=<MseLossBackward0>)","tensor(-0.0037, grad_fn=<NegBackward0>)"
9.0,"tensor(0.3308, grad_fn=<MeanBackward0>)","tensor(1.4538, grad_fn=<MseLossBackward0>)","tensor(1.4687, grad_fn=<MseLossBackward0>)","tensor(-0.0046, grad_fn=<NegBackward0>)"
10.0,"tensor(0.3051, grad_fn=<MeanBackward0>)","tensor(1.3943, grad_fn=<MseLossBackward0>)","tensor(1.1527, grad_fn=<MseLossBackward0>)","tensor(-0.0056, grad_fn=<NegBackward0>)"
11.0,"tensor(0.2269, grad_fn=<MeanBackward0>)","tensor(1.1914, grad_fn=<MseLossBackward0>)","tensor(0.8331, grad_fn=<MseLossBackward0>)","tensor(-0.0067, grad_fn=<NegBackward0>)"
12.0,"tensor(0.3065, grad_fn=<MeanBackward0>)","tensor(1.6625, grad_fn=<MseLossBackward0>)","tensor(0.7048, grad_fn=<MseLossBackward0>)","tensor(-0.0079, grad_fn=<NegBackward0>)"
13.0,"tensor(0.2534, grad_fn=<MeanBackward0>)","tensor(1.9300, grad_fn=<MseLossBackward0>)","tensor(0.6506, grad_fn=<MseLossBackward0>)","tensor(-0.0089, grad_fn=<NegBackward0>)"
14.0,"tensor(0.0148, grad_fn=<MeanBackward0>)","tensor(1.7932, grad_fn=<MseLossBackward0>)","tensor(0.5971, grad_fn=<MseLossBackward0>)","tensor(-0.0102, grad_fn=<NegBackward0>)"
15.0,"tensor(-0.1201, grad_fn=<MeanBackward0>)","tensor(1.9835, grad_fn=<MseLossBackward0>)","tensor(0.4170, grad_fn=<MseLossBackward0>)","tensor(-0.0114, grad_fn=<NegBackward0>)"
16.0,"tensor(-0.2381, grad_fn=<MeanBackward0>)","tensor(2.2926, grad_fn=<MseLossBackward0>)","tensor(0.7938, grad_fn=<MseLossBackward0>)","tensor(-0.0127, grad_fn=<NegBackward0>)"
17.0,"tensor(-0.5234, grad_fn=<MeanBackward0>)","tensor(1.5895, grad_fn=<MseLossBackward0>)","tensor(0.3671, grad_fn=<MseLossBackward0>)","tensor(-0.0141, grad_fn=<NegBackward0>)"
18.0,"tensor(-0.6958, grad_fn=<MeanBackward0>)","tensor(1.5718, grad_fn=<MseLossBackward0>)","tensor(0.4115, grad_fn=<MseLossBackward0>)","tensor(-0.0153, grad_fn=<NegBackward0>)"
19.0,"tensor(-0.8024, grad_fn=<MeanBackward0>)","tensor(0.9358, grad_fn=<MseLossBackward0>)","tensor(0.5845, grad_fn=<MseLossBackward0>)","tensor(-0.0163, grad_fn=<NegBackward0>)"
20.0,"tensor(-0.9957, grad_fn=<MeanBackward0>)","tensor(0.6943, grad_fn=<MseLossBackward0>)","tensor(0.5360, grad_fn=<MseLossBackward0>)","tensor(-0.0175, grad_fn=<NegBackward0>)"
21.0,"tensor(-0.9896, grad_fn=<MeanBackward0>)","tensor(0.7466, grad_fn=<MseLossBackward0>)","tensor(0.6412, grad_fn=<MseLossBackward0>)","tensor(-0.0182, grad_fn=<NegBackward0>)"
22.0,"tensor(-1.1746, grad_fn=<MeanBackward0>)","tensor(0.6988, grad_fn=<MseLossBackward0>)","tensor(0.7770, grad_fn=<MseLossBackward0>)","tensor(-0.0195, grad_fn=<NegBackward0>)"
23.0,"tensor(-1.3490, grad_fn=<MeanBackward0>)","tensor(0.4471, grad_fn=<MseLossBackward0>)","tensor(0.4943, grad_fn=<MseLossBackward0>)","tensor(-0.0206, grad_fn=<NegBackward0>)"
24.0,"tensor(-1.3812, grad_fn=<MeanBackward0>)","tensor(0.8387, grad_fn=<MseLossBackward0>)","tensor(0.8261, grad_fn=<MseLossBackward0>)","tensor(-0.0214, grad_fn=<NegBackward0>)"
25.0,"tensor(-1.4021, grad_fn=<MeanBackward0>)","tensor(0.6102, grad_fn=<MseLossBackward0>)","tensor(0.6355, grad_fn=<MseLossBackward0>)","tensor(-0.0222, grad_fn=<NegBackward0>)"
26.0,"tensor(-1.3346, grad_fn=<MeanBackward0>)","tensor(0.9096, grad_fn=<MseLossBackward0>)","tensor(0.7290, grad_fn=<MseLossBackward0>)","tensor(-0.0224, grad_fn=<NegBackward0>)"
27.0,"tensor(-1.4846, grad_fn=<MeanBackward0>)","tensor(0.9625, grad_fn=<MseLossBackward0>)","tensor(0.7732, grad_fn=<MseLossBackward0>)","tensor(-0.0242, grad_fn=<NegBackward0>)"
28.0,"tensor(-1.5340, grad_fn=<MeanBackward0>)","tensor(1.0118, grad_fn=<MseLossBackward0>)","tensor(0.6284, grad_fn=<MseLossBackward0>)","tensor(-0.0256, grad_fn=<NegBackward0>)"
29.0,"tensor(-1.3724, grad_fn=<MeanBackward0>)","tensor(0.7925, grad_fn=<MseLossBackward0>)","tensor(0.3673, grad_fn=<MseLossBackward0>)","tensor(-0.0257, grad_fn=<NegBackward0>)"
30.0,"tensor(-1.4670, grad_fn=<MeanBackward0>)","tensor(0.8591, grad_fn=<MseLossBackward0>)","tensor(0.5713, grad_fn=<MseLossBackward0>)","tensor(-0.0276, grad_fn=<NegBackward0>)"
31.0,"tensor(-1.4233, grad_fn=<MeanBackward0>)","tensor(0.9111, grad_fn=<MseLossBackward0>)","tensor(0.6839, grad_fn=<MseLossBackward0>)","tensor(-0.0285, grad_fn=<NegBackward0>)"
32.0,"tensor(-1.4153, grad_fn=<MeanBackward0>)","tensor(0.7230, grad_fn=<MseLossBackward0>)","tensor(0.4923, grad_fn=<MseLossBackward0>)","tensor(-0.0296, grad_fn=<NegBackward0>)"
33.0,"tensor(-1.4623, grad_fn=<MeanBackward0>)","tensor(0.6259, grad_fn=<MseLossBackward0>)","tensor(0.5624, grad_fn=<MseLossBackward0>)","tensor(-0.0312, grad_fn=<NegBackward0>)"
34.0,"tensor(-1.4574, grad_fn=<MeanBackward0>)","tensor(0.5203, grad_fn=<MseLossBackward0>)","tensor(0.4827, grad_fn=<MseLossBackward0>)","tensor(-0.0318, grad_fn=<NegBackward0>)"
35.0,"tensor(-1.4473, grad_fn=<MeanBackward0>)","tensor(0.5187, grad_fn=<MseLossBackward0>)","tensor(0.5259, grad_fn=<MseLossBackward0>)","tensor(-0.0335, grad_fn=<NegBackward0>)"
36.0,"tensor(-1.4987, grad_fn=<MeanBackward0>)","tensor(0.4559, grad_fn=<MseLossBackward0>)","tensor(0.4186, grad_fn=<MseLossBackward0>)","tensor(-0.0347, grad_fn=<NegBackward0>)"
37.0,"tensor(-1.4424, grad_fn=<MeanBackward0>)","tensor(0.3583, grad_fn=<MseLossBackward0>)","tensor(0.3933, grad_fn=<MseLossBackward0>)","tensor(-0.0358, grad_fn=<NegBackward0>)"
38.0,"tensor(-1.5012, grad_fn=<MeanBackward0>)","tensor(0.3474, grad_fn=<MseLossBackward0>)","tensor(0.3219, grad_fn=<MseLossBackward0>)","tensor(-0.0370, grad_fn=<NegBackward0>)"
39.0,"tensor(-1.4315, grad_fn=<MeanBackward0>)","tensor(0.3073, grad_fn=<MseLossBackward0>)","tensor(0.2585, grad_fn=<MseLossBackward0>)","tensor(-0.0380, grad_fn=<NegBackward0>)"
40.0,"tensor(-1.4583, grad_fn=<MeanBackward0>)","tensor(0.3916, grad_fn=<MseLossBackward0>)","tensor(0.2823, grad_fn=<MseLossBackward0>)","tensor(-0.0392, grad_fn=<NegBackward0>)"
41.0,"tensor(-1.3707, grad_fn=<MeanBackward0>)","tensor(0.3511, grad_fn=<MseLossBackward0>)","tensor(0.3201, grad_fn=<MseLossBackward0>)","tensor(-0.0398, grad_fn=<NegBackward0>)"
42.0,"tensor(-1.3811, grad_fn=<MeanBackward0>)","tensor(0.3181, grad_fn=<MseLossBackward0>)","tensor(0.3051, grad_fn=<MseLossBackward0>)","tensor(-0.0411, grad_fn=<NegBackward0>)"
43.0,"tensor(-1.3450, grad_fn=<MeanBackward0>)","tensor(0.3490, grad_fn=<MseLossBackward0>)","tensor(0.3253, grad_fn=<MseLossBackward0>)","tensor(-0.0417, grad_fn=<NegBackward0>)"
44.0,"tensor(-1.3737, grad_fn=<MeanBackward0>)","tensor(0.5432, grad_fn=<MseLossBackward0>)","tensor(0.3877, grad_fn=<MseLossBackward0>)","tensor(-0.0437, grad_fn=<NegBackward0>)"
45.0,"tensor(-1.3396, grad_fn=<MeanBackward0>)","tensor(0.4487, grad_fn=<MseLossBackward0>)","tensor(0.3857, grad_fn=<MseLossBackward0>)","tensor(-0.0445, grad_fn=<NegBackward0>)"
46.0,"tensor(-1.3251, grad_fn=<MeanBackward0>)","tensor(0.4526, grad_fn=<MseLossBackward0>)","tensor(0.4506, grad_fn=<MseLossBackward0>)","tensor(-0.0452, grad_fn=<NegBackward0>)"
47.0,"tensor(-1.3520, grad_fn=<MeanBackward0>)","tensor(0.4529, grad_fn=<MseLossBackward0>)","tensor(0.3182, grad_fn=<MseLossBackward0>)","tensor(-0.0460, grad_fn=<NegBackward0>)"
48.0,"tensor(-1.4384, grad_fn=<MeanBackward0>)","tensor(0.4371, grad_fn=<MseLossBackward0>)","tensor(0.3710, grad_fn=<MseLossBackward0>)","tensor(-0.0477, grad_fn=<NegBackward0>)"
49.0,"tensor(-1.4284, grad_fn=<MeanBackward0>)","tensor(0.3594, grad_fn=<MseLossBackward0>)","tensor(0.2781, grad_fn=<MseLossBackward0>)","tensor(-0.0481, grad_fn=<NegBackward0>)"
50.0,"tensor(-1.4249, grad_fn=<MeanBackward0>)","tensor(0.3268, grad_fn=<MseLossBackward0>)","tensor(0.2513, grad_fn=<MseLossBackward0>)","tensor(-0.0494, grad_fn=<NegBackward0>)"
51.0,"tensor(-1.5056, grad_fn=<MeanBackward0>)","tensor(0.3781, grad_fn=<MseLossBackward0>)","tensor(0.3181, grad_fn=<MseLossBackward0>)","tensor(-0.0509, grad_fn=<NegBackward0>)"
52.0,"tensor(-1.5416, grad_fn=<MeanBackward0>)","tensor(0.3508, grad_fn=<MseLossBackward0>)","tensor(0.2982, grad_fn=<MseLossBackward0>)","tensor(-0.0519, grad_fn=<NegBackward0>)"
53.0,"tensor(-1.5499, grad_fn=<MeanBackward0>)","tensor(0.3554, grad_fn=<MseLossBackward0>)","tensor(0.2626, grad_fn=<MseLossBackward0>)","tensor(-0.0532, grad_fn=<NegBackward0>)"
54.0,"tensor(-1.5766, grad_fn=<MeanBackward0>)","tensor(0.3594, grad_fn=<MseLossBackward0>)","tensor(0.3035, grad_fn=<MseLossBackward0>)","tensor(-0.0537, grad_fn=<NegBackward0>)"
55.0,"tensor(-1.6295, grad_fn=<MeanBackward0>)","tensor(0.2823, grad_fn=<MseLossBackward0>)","tensor(0.2416, grad_fn=<MseLossBackward0>)","tensor(-0.0553, grad_fn=<NegBackward0>)"
56.0,"tensor(-1.6022, grad_fn=<MeanBackward0>)","tensor(0.3009, grad_fn=<MseLossBackward0>)","tensor(0.2483, grad_fn=<MseLossBackward0>)","tensor(-0.0561, grad_fn=<NegBackward0>)"
57.0,"tensor(-1.6385, grad_fn=<MeanBackward0>)","tensor(0.3917, grad_fn=<MseLossBackward0>)","tensor(0.3400, grad_fn=<MseLossBackward0>)","tensor(-0.0572, grad_fn=<NegBackward0>)"
58.0,"tensor(-1.6578, grad_fn=<MeanBackward0>)","tensor(0.3378, grad_fn=<MseLossBackward0>)","tensor(0.2786, grad_fn=<MseLossBackward0>)","tensor(-0.0583, grad_fn=<NegBackward0>)"
59.0,"tensor(-1.6070, grad_fn=<MeanBackward0>)","tensor(0.3197, grad_fn=<MseLossBackward0>)","tensor(0.2896, grad_fn=<MseLossBackward0>)","tensor(-0.0587, grad_fn=<NegBackward0>)"
60.0,"tensor(-1.6244, grad_fn=<MeanBackward0>)","tensor(0.3063, grad_fn=<MseLossBackward0>)","tensor(0.3076, grad_fn=<MseLossBackward0>)","tensor(-0.0604, grad_fn=<NegBackward0>)"
61.0,"tensor(-1.6786, grad_fn=<MeanBackward0>)","tensor(0.3526, grad_fn=<MseLossBackward0>)","tensor(0.3163, grad_fn=<MseLossBackward0>)","tensor(-0.0608, grad_fn=<NegBackward0>)"
62.0,"tensor(-1.6989, grad_fn=<MeanBackward0>)","tensor(0.3312, grad_fn=<MseLossBackward0>)","tensor(0.2884, grad_fn=<MseLossBackward0>)","tensor(-0.0630, grad_fn=<NegBackward0>)"
63.0,"tensor(-1.7371, grad_fn=<MeanBackward0>)","tensor(0.3297, grad_fn=<MseLossBackward0>)","tensor(0.2667, grad_fn=<MseLossBackward0>)","tensor(-0.0643, grad_fn=<NegBackward0>)"
64.0,"tensor(-1.7139, grad_fn=<MeanBackward0>)","tensor(0.2877, grad_fn=<MseLossBackward0>)","tensor(0.2463, grad_fn=<MseLossBackward0>)","tensor(-0.0651, grad_fn=<NegBackward0>)"
65.0,"tensor(-1.7428, grad_fn=<MeanBackward0>)","tensor(0.3276, grad_fn=<MseLossBackward0>)","tensor(0.2565, grad_fn=<MseLossBackward0>)","tensor(-0.0658, grad_fn=<NegBackward0>)"
66.0,"tensor(-1.6762, grad_fn=<MeanBackward0>)","tensor(0.2303, grad_fn=<MseLossBackward0>)","tensor(0.2009, grad_fn=<MseLossBackward0>)","tensor(-0.0667, grad_fn=<NegBackward0>)"
